REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,AGE,Current age,RESIDENCE,Residence,EDUCATION_LEVEL,Education Level,SERIES_FOOTNOTE,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,SOWC flag A,OBS_FOOTNOTE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,FREQ_COLL,Time interval at which the source data are collected
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,12.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,16.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,15.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,14.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,15.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,13.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNE,Montenegro,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,15.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MNG,Mongolia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MOZ,Mozambique,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,14.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,11.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MRT,Mauritania,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,12.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MUS,Mauritius,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,13.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,5.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MWI,Malawi,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MYS,Malaysia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,18.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,19.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,20.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,22.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,13.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,24.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NAM,Namibia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,15.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,1.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,2.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NER,Niger,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,11.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,13.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NGA,Nigeria,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NIC,Nicaragua,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NLD,Netherlands,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NOR,Norway,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NPL,Nepal,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
NZL,New Zealand,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
OMN,Oman,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,0.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
OMN,Oman,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
